CLDAP,MSSQL,NETBIOS,UDP-other
1509.294118,602.9425287,270.734375,403.4871795
1492.971429,653.1954023,271.3030303,398.0888889
1512.144928,647.2738095,270.7165354,405.0769231
1506.744186,649.6349206,272.1572327,420.9375
1506.615385,615.3466667,272.3043478,415.3076923
1507.69697,626.7821229,269.2741935,403.8852459
1506.235294,632.6783626,269.4029851,405.3409091
1506.64,640.627907,270.1627907,411.7241379
1495.411765,598.7810219,269.8053691,409.6034483
1501.870968,599.8707483,268.6935484,422.1866667
1499.473684,560.6823529,270.5,407.5666667
1502.512821,595.5890411,269.4827586,404.1794872
1513.030303,634.7419355,274.7761194,405.6521739
1510.595745,583.9090909,270.375,397.8269231
1513.515152,594.2653061,268.7777778,395.6216216
1511.818182,595.6767677,271,423.7402597
1503,609.1836735,269.9090909,407.8653846
1509.777778,600.0315789,270.5068493,401.1632653
1496.961039,567.4470588,268.9358974,406.2
1503.917808,623.626506,270.0701754,413.0588235
1489.609756,631.5,271.5454545,413.09375
1512.702703,620.9142857,270.5977011,399.9259259
1472.171429,622.9871795,271,381.0175439
1513.771429,580.3285714,271.0136986,406.1428571
1510.75,590.4042553,274.3380282,408.1304348
1510.114286,581.925,271.875,410.9714286
1506.705882,604.5211268,271.5588235,409.7115385
1512.666667,583.8024691,270.4782609,403.5490196
1509.111111,575.1157895,270.7534247,398.5961538
1507.75,639.1323529,271.016129,404.3164557
1511.234568,630.7222222,271.4337349,410.7166667
1507.195402,603.2,268.8684211,408.3114754
1508.117647,608.7066667,271,409.8245614
1510.945455,565.4852941,270.5555556,403.6037736
1511.74359,623.3733333,271.0144928,413.372093
1512.204082,579.5054945,272.2823529,407.5909091
1511.803922,653.73,271.0285714,406.025641
1511.333333,567.196319,270.4705882,405.3870968
1508.8,610.443038,268.7051282,404.8928571
1510.285714,624.5135135,270.527027,405.0769231
1510.487805,584.345679,270.7462687,408.9402985
1506.307692,629.5340909,271,403.6315789
1511.837838,630.2380952,271,404.5102041
1509.282051,644.0625,273.0869565,400.9454545
1507.565217,591.9642857,271.3,406.76
1509.764706,618.6753247,271,400.8356164
1513.666667,595.255814,271.5362319,393.7238095
1506,634.8243243,272.7162162,393.9111111
1513.225806,613.7608696,267.9012346,388.6885246
1501,604.0759494,273.440678,393.2372881
1505.854545,635.0581395,268.25,397.9090909
1491.445783,617.9393939,271.2533333,406.7971014
1502.903226,599.3194444,271.9125,420.5862069
1508,532.9659091,271.2093023,402.1666667
1513.68,618.4123711,269.8196721,400
1508.232558,577.2795699,272.8,418.0153846
1511.176471,627.3846154,270.027027,398.2982456
1509.529412,572.0315789,269.6764706,409.7115385
1510.342857,668.6091954,272.6428571,409.2888889
1513.714286,609.9487179,270.7166667,403.4852941
1511.263158,583.1,271.5441176,406.1730769
1510.8,651.0144928,270.734375,400.7407407
1509.428571,582.9647059,273.9701493,402.2307692
1504.72,623.6547619,270.5802469,397.7045455
1513.661972,609.4042553,270.1940299,403.8461538
1511.853659,610,271.8461538,426.8333333
1504.808511,560.6911765,271,394.5714286
1505.578947,653.3028571,270.2941176,398.6086957
1502.210526,605.1715976,270.4461538,412.5652174
1504.787879,640.8902439,270.6666667,404.5918367
1508.88,632,269.56,400.8955224
1506.533333,589.7721519,270.4782609,403.5428571
1511.454545,570.3246753,271.1438849,404.4819277
1508.2,597.9052632,269.3932584,413.5
1506.32,610.7857143,269.0843373,399.0909091
1512.315789,605.9186047,270.3793103,396.3571429
1504.967742,601.8433735,269.6329114,405.328125
1512.545455,579.5,271.8852459,404.6610169
1507.72973,581.2022472,271.9230769,404.3636364
1500.736842,588.6428571,270.1428571,391.6470588
1513.818182,623.8651685,272.0909091,390.7391304
1504.727273,600.5,271.2368421,397.9117647
1500.378378,622.3243243,270.0657895,399.2054795
1512.444444,622.825,270.6321839,399.5806452
1495.111111,632.3510638,269.609375,408.4038462
1513.314286,613.1875,270.7536232,414.1956522
1507.176471,617.5844156,271.9863014,403.24
1504.4,602.6565657,268.3432836,404.5357143
1495.647059,583.9791667,269.8461538,406.968254
1513.058824,586.7564103,269.6764706,406.3728814
1502.740741,571.185567,272.8461538,408.325
1508.122449,594.2282609,268.4693878,405.6734694
1512.4,595.5384615,270.5555556,402.7183099
1514,633.5365854,269.0945946,413.0266667
1503.5,637.9178082,271.6981132,414.9253731
1463.866667,603.4903846,269.6666667,409.578125
1509.6,620.6455696,269.1666667,404.4693878
1506,622.974026,271.5806452,404.7222222
1480.571429,627.7444444,271.28125,412.9019608
1501,599.25,271.5068493,402.6229508
1512.769231,570.2179487,272.2133333,401.6885246
1493.6,620.1010101,271,418.25
1513.478261,654.0142857,271.5138889,412.2857143
1487.128205,629.2470588,270.2089552,405.4285714
1505.4,608.8876404,271.972973,414.0144928
1508.444444,621.2769231,268.3913043,409.6515152
1484.6,590.6309524,270.7301587,399.58
1510.682927,653.9268293,269.7837838,404.3220339
1503.333333,559.2386364,270.75,420.0952381
1510.645161,593.2361111,270.3333333,418.9733333
1505.567568,587.5357143,271,406.9836066
1512.526316,605.9578947,274.893617,397.6551724
1511.8,634.7361111,271.3050847,380.8727273
1511.714286,607.5,270.2941176,394.7460317
1494,598.1428571,276.4038462,437.6548673
1500.222222,649.988764,272.6744186,419.3333333
1509.885714,566.4489796,272.1592357,397.5352113
1507.103448,607.3157895,274.0681818,412.6785714
1501.809524,599.0978261,274.6023392,437.453125
1511.381818,581.3731343,274.3672316,421.1269841
1496.171429,601.7142857,272.1948052,402.8214286
1510.64,599.3297872,268.7230769,396.3372093
1513.619048,625.212766,270.7142857,400.7702703
1507.333333,625.0985915,271.0138889,392.5744681
1483.8,632.6046512,269.5,394.9019608
1508.285714,582.8539326,271.6545455,402.5131579
1508.117647,595.1344538,268.5405405,410
1502.380952,602.44,267.65625,399.3928571
1510,576.4444444,269.0133333,414.4404762
1511.411765,622.9042553,268.6451613,405.7391304
1512.736842,626.9892473,270.0657895,400.4724409
1508.75,665.6336634,269.4210526,406.5128205
1507,608.3108108,273.6617647,407.4216867
1510.727273,595.8823529,267.238806,400.0138889
1512.530612,584.6206897,270.5217391,419.7169811
1509.478261,571.1627907,270.7428571,409.4918033
1509.555556,610.0121951,270.3116883,412.96875
1504.27027,604.6891892,270.1627907,404.7887324
1513.862069,615.1808511,268.552795,364.2517986
1500,557.5753425,270.7313433,381.1341463
1510,593.9506173,270.9565217,407.7419355
1509.764706,629.4714286,270.7313433,404.7818182
1506,663.9574468,271,411.1403509
1509.294118,665.7078652,270.0793651,430.5612245
1502.444444,622.35,269.6282051,421.4457831
1500.461538,696.8983957,271.7941176,430.7586207
1511.333333,638.2857143,268.9166667,416.3947368
1511.818182,601.9166667,269.6956522,410.3417722
1503.74359,588.9090909,268.0545455,413.016129
1510.27907,589.7444444,271,406.1803279
1506.222222,582.0777778,269.9552239,401.8142857
1512.486486,604.3908046,272.0588235,409.9846154
1499.684211,591.6585366,269.4655172,421.875
1508.833333,640.9625,272.5,414.26
1506.484848,686.0886076,269.4788732,397.9589041
1502.689655,583.2317073,270,404.7857143
1498.941176,662.3116883,270.4098361,388.9433962
1509.652174,639.7591623,270.7575758,394.7903226
1507.333333,682.5730994,269.1343284,398.3098592
1494.761905,605.9877301,271,404.359375
1509.111111,566.951049,269.4842105,405.36
1508.938776,599.8947368,272.2638889,406.3150685
1506.222222,614.7717391,268.9,404.0681818
1504.243902,558.5104167,269.08,430.3492063
1497.384615,571.627907,270.7428571,415.625
1512.933333,592.0535714,269.1694915,419.7252747
1508.917647,569.7926829,271.2571429,404.5616438
1510.965517,618.3378378,269.9411765,403.2765957
1512.608696,605.4047619,271,397.031746
1510.5,608.53,269.6567164,398.8307692
1502.324324,640.2282609,270.7352941,408.3478261
1507.032258,610.1022727,270.775,404.0740741
1498.96,664.55,268.1029412,398.96
1511.217391,626.7108434,271.2647059,400.6129032
1511,596.1208791,272.192053,390.1964286
1511.111111,615.5730337,269.8818898,414.3548387
1494.651163,584.9367089,271.8181818,407.4637681
1510.666667,632.8905109,270.7906977,422.2463768
1510,591.4594595,272.92,407.6491228
1511.894737,627.9294118,268.5820896,408.0322581
1496.6,598.3544304,274.8225806,400.5762712
1512.376812,575.36,269.6410256,398.147541
1499.694118,573.4137931,271.372549,404.9038462
1512.105263,622.5888889,270.71875,405.2361111
1512.243902,662.3717949,270.3793103,399.7894737
1513.515152,596.9065421,271.6545455,411.9814815
1511.866667,638.1071429,269.6567164,396.852459
1513.529412,582.9425287,270.5135135,426.5806452
1509.505618,596.547619,271.9863014,404.3333333
1510.915663,630.3414634,271.48,404.754386
1508.6,616.6354167,272.9518072,413.8166667
1510.869565,612.5555556,269.7142857,407.8909091
1507.176471,591.9634146,270.5466667,396.8039216
1501.902439,633.2780749,270.7428571,402.1627907
1510.210526,626.2650602,272.0434783,409.8450704
1501.826087,627.6767677,269.4571429,432.5
1494.465116,658.8888889,270.2702703,398.122449
1507.57377,650.7906977,270.5324675,404.3064516
1511.073171,580.2911392,269.5974026,407.3870968
1510.666667,625.4183007,272.1518987,397.1891892
1506.648649,604.5393939,271.7659574,410.7115385
1508.850575,665.6967742,269.8053691,400.4038462
1512.545455,625.9433962,271.8888889,402.1132075
1508.909091,606.7702703,274.304878,400.0181818
1513.238095,630.4111111,273,399.9230769
1504.608696,632.8518519,269.3896104,402.3
1511.882353,639.0540541,271.2903226,397.76
1513.466667,578.4835165,270.5,395.326087
1499.6,618.9880952,271.0149254,398.6086957
1509.555556,622.7731959,270.6851852,429.8243243
1502.952381,615.371134,271.6315789,408.8769231
1510.363636,619.5,271.0277778,412.98
1508.909091,625.3563218,272.6666667,413.6037736
1507.813333,640.8452381,270.2708333,406.4727273
1511.226667,595.0824742,270.1,423.3181818
1509.707317,635.5555556,271,420.3162393
1513.764706,577.8358209,270.7605634,410.6879433
1512.2,600.5,269.4827586,405.9655172
1509.294118,581.5487805,270.1311475,420.6266667
1513.179487,619.1235955,268.7258065,438.1612903
1507.142857,567.2380952,269.9857143,399.5882353
1507.846154,626.3763441,270.6030534,418.5131579
1509.578947,586.7183099,270.5047619,420.1176471
1499.230769,634.9589041,269.0909091,403.3454545
1510.540541,616.8111111,270.0689655,406.7647059
1502.93617,655.754491,271,394.2678571
1509.121951,633.7448276,271,395.375
1508,602.0759494,268.6617647,403.8833333
1512.139535,608.2068966,268.9677419,406.0806452
1512.526316,612.3238095,269.988764,400.4821429
1507.365854,589.0375,270.7142857,403.7368421
1512.2,583.4767442,268.9264706,402.3492063
1510.606061,635.1594203,270.0689655,399.4383562
1491.090909,631.9306931,269.6829268,403.4489796
1495.463415,648.6813187,270.7926829,385.4814815
1512.117647,589.8426966,269.8311688,398.5102041
1511.333333,643.7375,272.40625,410.9324324
1488.736842,616.8674699,271.5522388,417.9642857
1511.866667,597.7906977,270.4375,430.3975904
1510.740741,618.960396,268.4444444,432.6235294
1510.137931,595.814433,270.0526316,432.2222222
1507.4,584.2727273,267.6923077,430.5555556
1507.230769,600.3464052,268.3442623,438.4390244
1498,585.7374302,270.2173913,418.245614
1507.365854,608.6037736,267.884058,437.8709677
1500.731707,667.8289474,271.2553191,424.0746269
1514,615.6966292,271.2945736,408.1481481
1512.918919,604.3820225,271.0136986,405.7835052
1506.222222,626.2244898,270.325,402.1836735
1510.2,638.0107527,272.0181818,397.5762712
1514,582.8684211,272.6515152,425.3823529
1513.225806,625.1485149,269.5138889,401.28125
1506.372093,628.4941176,270.3628319,409.4142857
1512.4,603.3333333,269.5637584,403.5
1507.756098,620.8282828,270.7536232,408.862069
1511.263158,623.9459459,270.2702703,398.7708333
1499.565217,648.033557,270.1166667,396.9577465
1509.891892,635.7619048,269.4714286,409.8070175
1507.904762,618.2098765,269.3636364,403.3384615
1476.051282,625.9714286,271.2753623,430.3137255
1513.2,591.0939597,269.3880597,405.3207547
1508.341463,589.7746479,270.7605634,403.1971831
1487.75,608.1609195,271.3181818,403.3859649
1488.325581,637.3368421,270.372093,397.4027778
1506.170213,587.4285714,272.2567568,414.3934426
1496.222222,547.0421053,271,413.984375
1508.857143,609.4761905,271.5,413.2156863
1510.121212,620.3766234,271,444.691358
1509.393939,545.6363636,271.7115385,419.7192982
1513,590.0625,271.0169492,406.490566
1507.904762,629.6526316,269.6956522,399
1504.769231,589.2376238,269.5333333,410.9393939
1504.702703,597.2705882,270.7536232,405.5679012
1507.531915,657.1744186,269.5528455,400.0153846
1510.734694,625.7980769,269.4957265,410.0344828
1511.6,604.375,270.1034483,419.9
1512.243902,665.4880952,271.0277778,406
1512.4,610.8369565,269.7758621,403.5961538
1514,663.6890756,272.5857143,407.9814815
1511.948718,624.2365591,270.4,399.0384615
1494.842105,574.9558824,272.3787879,408.9622642
1510.181818,623.8666667,271.031746,391
1511,570.5294118,270.4444444,383.721519
1509.809524,646.1944444,270.7462687,398.125
1510.129032,585.2978723,272.2,404.4137931
1510.645161,636.8888889,268.9084967,410.0983607
1510,621.1166667,272.7165354,431.6470588
1514,618.2898551,272.6148148,414.0666667
1506.888889,582.8235294,268.7610063,395.6862745
1502.981132,607.7191011,269.890625,403.3235294
1501.846154,629.4146341,268.1875,406.2040816
1504.139535,588.6818182,269.8133333,410.2931034
1490.833333,700.9404762,268.3636364,409.8070175
1497.833333,666.2625,270.0277778,401.7966102
1495.405405,567.0327869,269.2580645,401.9480519
1496.117647,623,269.9393939,398.5645161
1512.4,634.7682927,271.3114754,394.6984127
1512.769231,654.9452055,270.4067797,402.9245283
1513.02439,579.7627119,267.9538462,408.9137931
1512.139535,572.4146341,271,409.6578947
1502.444444,621.1395349,270.15625,398.453125
1507.6,613.1666667,270.28,416.741573
1494.923077,568.625,268.75,400.3058824
1511.52381,588.3538462,270.7142857,401.6229508
1486.408163,663.0535714,268.9,417.8970588
1485.034483,602.9793103,269.8133333,415.2096774
1480.461538,617.7964072,270.7142857,405.1891892
1512.333333,599.0352941,269.4819277,408.2222222
1501.384615,634.6545455,271,405.8703704
1512.956522,593.183908,271.2748092,410.0754717
1507.882353,630.7111111,271.6,410.5245902
1511.090909,575.962963,270.1290323,408.1864407
1513.2,597.0394737,271.7,399.0769231
1513.030303,544.9493671,271.5538462,427.7241379
1512.47619,625.8342541,271.4556962,397.106383
1511.5,590.0648649,273.4,441.4086022
1513.351351,647.7047619,270.575,425.097561
1513.813953,557.6896552,271,433.9529412
1513.454545,615.0941176,271.5294118,418.8
1512.967742,620.29,271.3103448,401.6478873
1483.846154,566.0090909,271.2405063,396.4875
1507.6,646.7816092,269.8133333,405.3230769
1507.6,597.287037,274.0933333,410.5090909
1510.842105,643.2413793,271.0149254,403.2083333
1498.631579,633.0430108,271.6229508,414.3333333
1509.555556,613.7857143,270.1012658,406.2222222
1501.851852,629.6375,273.8823529,427.9090909
1510.571429,594.4623656,270.2121212,403.5
1508.057143,608.0769231,271.0133333,398.6842105
1501.238095,553.7951807,271.5294118,394.057971
1502.533333,608.247191,271.0126582,403.5333333
1513.44186,602.0104167,271.3157895,415.0285714
1507.066667,610.3812155,272.0571429,415.3552632
1490.228571,641.6405229,269.8387097,401.7115385
1513.8,591.3033708,274.2465753,407.6530612
1512.72,632.6666667,271,407.15625
1511.272727,612.9111111,273.7164179,429.3898305
1483.538462,608.15625,269.8888889,416.295082
1503.714286,646.1529412,272.44,432.0588235
1511.142857,595.963964,272.1212121,424.3253012
1512.133333,614.9210526,271.5384615,427.6285714
1510.292683,602.223301,268.3030303,416.94
1499.766234,623.4556962,272.0987654,420.6290323
1513.211268,620.75,268.7846154,422.3882353
1507.684211,625.9875,271,418.4166667
1507.371429,687.8421053,270.75,390.2926829
1510.571429,693.627451,269.627451,396.6545455
1506.827586,643.7346939,271.2093023,399.4339623
1502.631579,642.8481013,270.7096774,398.3965517
1470.909091,649.7532468,270.7118644,400.1428571
1506.484848,629.4492754,271.5,403.5
1512.133333,601.8360656,268.6521739,411.4107143
1514,621.8220859,270.7313433,408.8222222
1504.518519,611.3940887,269.3333333,407.984127
1509.6,625.4642857,274.1285714,420.5138889
1509.407407,603.5098039,269.8589744,433.4714286
1503.538462,600.6103896,271.0149254,395.8039216
1461.368421,657.3513514,270.2436975,390
1508.526316,570.7848101,271.1463415,395.0909091
1476.095238,603.3586957,271.0133333,402.6825397
1506.592593,613.5104167,270.704918,409.4262295
1491.263158,645.0232558,270.1969697,407.5344828
1504.25,619.3797468,270.0701754,400.4067797
1499.422222,590.8645833,270.4929577,395.5192308
1509.142857,683.53125,271.3518519,414.5609756
1507.081081,581.9885057,270.5882353,404.6470588
1503.16129,558.7152318,271.0142857,400.5
1510.421053,650.9625668,273.0714286,431.2333333
1509.733333,616.0263158,269.6324786,421.9583333
1510.656716,589.8888889,270.1079137,405.8461538
1512.506667,579.0714286,271.9473684,401.3548387
1507.333333,630.6235294,270.3454545,404.4
1499,601.3913043,270.2638889,403.1666667
1510.941176,557.1948052,270.4545455,391.0869565
1493.6,672.625,270.0138889,390.2244898
1507.69697,597.2959184,273.440678,395.2881356
1512.486486,596,271.0151515,400.1473684
1494.972973,610.9444444,270.4461538,414.8823529
1498.190476,634.787234,272.6363636,418.745098
1507.674419,569.9078947,272.9333333,386.125
1493.555556,591.4155844,271.2608696,414.015873
1507.6,628.8636364,271.5967742,411.9666667
1498.242424,685.6097561,269.173913,407.75
1491.6,593.4,268.9571429,407.21875
1512,607.0652174,269.2394366,414.2884615
1513.466667,591.3580247,270.2173913,404.8913043
1484.153846,562.3013699,268.9677419,411.3653846
1510.285714,643.4285714,270.5142857,410.7260274
1488.967742,576.0217391,271.5692308,395.2786885
1510.862745,618.2941176,270.7571429,415.5510204
1506,606.6282051,270.4923077,414.2051282
1489.8,595.4157303,270.7534247,400.0909091
1503.446809,631.3142857,267.8,406.8679245
1510.108108,600.1666667,272.6268657,409.0714286
1503,587.1785714,271.5806452,409.2678571
1507.263158,594.0568182,271,401.295082
1513.428571,620.628866,269.4029851,390.0212766
1511.853659,620.7977528,270.5324675,397.8688525
1512.27027,612.9514563,271.5454545,406.5797101
1508.311111,620.2168675,270.0136986,394.75
1512.5,603.5529412,271.5714286,396.8636364
1512.526316,699.1170213,270,401.6829268
1507.435897,612.990566,272.9878049,394.59375
1486.682927,595.127451,273.1818182,396.9607843
1512.461538,613.9181818,269.7368421,399.3265306
1498.615385,590.8666667,273.25,390.5409836
1509.047619,638.6071429,271,389.5405405
1512.222222,586.1935484,270.0877193,420.5630252
1506.585366,623.8421053,272.6710526,402.6792453
1511.894737,590.625,272.6769231,404.4925373
1501.885714,589.3863636,268.8983051,418.755102
1507.939394,576.9708029,271.2467532,413.9428571
1503.8,630.5706215,269.0727273,404.0487805
1500.742857,660.0561798,271.5441176,407.779661
1510.888889,583.2857143,271.2337662,427.3287671
1503.75,644.4594595,269.1794872,403.4705882
1508.769231,557.5128205,270.7391304,402.859375
1508.909091,601.7733333,271.5211268,405.0689655
1510.571429,614.2888889,268.9090909,404.5625
1501.354839,619.8,269.7464789,408.7878788
1512.857143,641.3924051,270.7272727,409.953125
1509.384615,635.1538462,270.5764706,399.1666667
1507.25,561.8987342,271.225,401.2926829
1513.609756,640.2674419,268.030303,398.6
1507.333333,579.4,271.24,406.5084746
1511.333333,623.2142857,271.4864865,429.6181818
1513.5,597.5921053,271.0135135,401.862069
1496.967742,641.8714286,270.7272727,409.4727273
1513.578947,575.125,269.4915254,405.203125
1512.4,573.3121019,270.2702703,412.7777778
1503.333333,617.3097345,270.6949153,410.5882353
1511.636364,605.1139241,270.4852941,400
1508.976744,582.2695652,271.2835821,395.8727273
1512.823529,607.6941176,270.7391304,394.1568627
1509.238095,597.7391304,270.6538462,403.25
1509.72093,630.9009901,269.9565217,401.4516129
1512.363636,588.0797546,270.2702703,403.9215686
1509.157895,621.0372671,268.8129496,400.6393443
1510.695652,609.7419355,270.6296296,393.372549
1509.282051,647.6571429,271,395.5735294
1512.967742,629.1666667,270.52,403.8518519
1513.058824,606.2058824,270.1445783,400.8064516
1489.272727,594.7228916,272.4754098,402.6491228
1509.172414,650.8690476,271.2465753,403.8305085
1512.2,577.9466667,271,399.7317073
1505.076923,595.1466667,271.0322581,407.45
1505.466667,591.5543478,272.2857143,407.796875
1511.575758,616.7888889,272.3098592,415.5084746
1507,646.5957447,272.2586207,394.7325581
1498.380952,631.2307692,272.1688312,404.3508772
1509.636364,582.1323529,270.5177305,406.7647059
1512.628571,576.9324324,269.6356589,395.5932203
1505.783784,607.7560976,267.9850746,411.75
1502.705882,617.56,270,415.5535714
1509.5,579.76,269.0657895,406.7719298
1504.545455,603.8095238,269.7321429,412.4181818
1506.761905,568.6547619,272.6617647,390.6097561
1488.697674,638.9662921,271.4931507,409.7142857
1508,606.7560976,269.6956522,414.4912281
1462.842105,575.3908046,271.2278481,399.739726
1513.4,628.953125,267.6029412,404.4492754
1505.764706,667.6790123,271.2608696,407.0759494
1501.512195,655.0394737,273.028169,407.7218543
1496.588235,587.0289855,269.2894737,409.8666667
1509.384615,570.6956522,269.7285714,402.7652174
1494.266667,619.4269663,269.6911765,401.025641
1493.789474,603.0933333,271.9473684,401.9814815
1511.4,589.5352113,266.2463768,397.2666667
1511.688889,574.6923077,268.6935484,394.4583333
1508.666667,600.7534247,267.1818182,403.7333333
1508,584.3,272.4248366,421.6351351
1488.243902,606.7906977,271.892562,405.1538462
1503.818182,585.56,273.1014493,404.0714286
1511.882353,601.9166667,273.7887324,403.6612903
1493.076923,618.1808511,273.2911392,397.2413793
1512.30303,655.8316832,270.2205882,394.9402985
1510.833333,627.5,271.2345679,402.7948718
1496.5,644.4148936,272.826087,388.6229508
1510.717949,622.0421053,274.4529915,399.0555556
1506.888889,655.3611111,270.3454545,417.3968254
1510.756757,611.9047619,271,398.0694444
1500.2,604.7922078,271.9932886,408.7866667
1495.953488,586.0384615,269.6911765,402.1052632
1495.405405,618.9186047,269.2345679,403.8484848
1507.098039,595.1931818,275.2763158,426.1066667
1510.8,590.5813953,267.9354839,426.6923077
1496.888889,589.7307692,269.3488372,433.7857143
1506.5,569.4567901,271.2903226,413.5
1511.2,630.7261905,271.2571429,413.9464286
1512.363636,673.8588235,273.7692308,425.1333333
1511.714286,591.0119048,269.3636364,412.4705882
1513.142857,583.3372093,271.2647059,403.8873239
1511.866667,581.304878,271.2676056,405.8783784
1510.888889,674.5157895,270.7462687,400.3376623
1512.528736,602.6888889,269.3125,403.6842105
1503.633803,626.4492754,273.2586207,397.2419355
